track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
(sic),https://open.spotify.com/track/1g8lVIsEkDaGD1nKw6fwUb,Slipknot (10th Anniversary Edition),https://open.spotify.com/album/2dL9Q5AtIv4Rw1L6lKcIUc,Slipknot,https://open.spotify.com/artist/05fG473iIaoy82BF1aGhL8,2023-03-28,199880,2024-12-14,I&#x27;M ANGSTY!! I&#x27;M ANGSTY,"black eyeliner, brush of mascara"
10's,https://open.spotify.com/track/5qG4mrKUlmGce1FA4wGrr7,The Great Southern Trendkill,https://open.spotify.com/album/4LdquqwQoyu1pE6Vq8PIha,Pantera,https://open.spotify.com/artist/14pVkFUHDL207LzLHtSA18,2023-03-28,289893,2024-12-14,I&#x27;M ANGSTY!! I&#x27;M ANGSTY,"black eyeliner, brush of mascara"
1x1 (feat. Nova Twins),https://open.spotify.com/track/6sIbv1oWOuma2qV907MUbk,POST HUMAN: SURVIVAL HORROR,https://open.spotify.com/album/0e1WaSNDZnoPixaxDNdWo4,"Bring Me The Horizon, Nova Twins","https://open.spotify.com/artist/1Ffb6ejR6Fe5IamqA5oRUF, https://open.spotify.com/artist/7I95CM75shzCjHuTzrepjM",2023-03-28,209598,2024-12-14,I&#x27;M ANGSTY!! I&#x27;M ANGSTY,"black eyeliner, brush of mascara"
A Match Into Water,https://open.spotify.com/track/54MXF9I8s3DuiQo3g0gZ5k,Collide With The Sky,https://open.spotify.com/album/661Hz0qJK8WIp7vAWsqKvk,Pierce The Veil,https://open.spotify.com/artist/4iJLPqClelZOBCBifm8Fzv,2023-06-07,212546,2024-12-14,I&#x27;M ANGSTY!! I&#x27;M ANGSTY,"black eyeliner, brush of mascara"
A.D.I.D.A.S.,https://open.spotify.com/track/0xgsyoVvRFSYvV5cdtYhX1,Life Is Peachy,https://open.spotify.com/album/2b813fSxxzp9lcOfnLrrTH,Korn,https://open.spotify.com/artist/3RNrq3jvMZxD9ZyoOZbQOD,2023-05-18,153600,2024-12-14,I&#x27;M ANGSTY!! I&#x27;M ANGSTY,"black eyeliner, brush of mascara"
Addict (Pop Goes Metal Cover),https://open.spotify.com/track/0sMFhcIvyaI97i5kjFZjHH,Addict (Pop Goes Metal Cover),https://open.spotify.com/album/7hR0EA57VfWr4ZC3TPQIkG,"Jacob Takanashi, Dave Capdevielle","https://open.spotify.com/artist/3RN6BTGnOlXCU2D0rBOX4t, https://open.spotify.com/artist/0h7SHjUsyFHxAQLNqb0Olz",2023-10-30,242695,2024-12-14,I&#x27;M ANGSTY!! I&#x27;M ANGSTY,"black eyeliner, brush of mascara"
Aerials,https://open.spotify.com/track/4e9eGQYsOiBcftrWXwsVco,Toxicity,https://open.spotify.com/album/6jWde94ln40epKIQCd8XUh,System Of A Down,https://open.spotify.com/artist/5eAWCfyUhZtHHtBdNk56l1,2023-03-28,235053,2024-12-14,I&#x27;M ANGSTY!! I&#x27;M ANGSTY,"black eyeliner, brush of mascara"
Alive,https://open.spotify.com/track/1L94M3KIu7QluZe63g64rv,Ten,https://open.spotify.com/album/5B4PYA7wNN4WdEXdIJu58a,Pearl Jam,https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56,2024-09-28,340907,2024-12-14,I&#x27;M ANGSTY!! I&#x27;M ANGSTY,"black eyeliner, brush of mascara"
All I Wanted,https://open.spotify.com/track/1Bv3h7Vc4AaYA2BcSM3rVd,Brand New Eyes,https://open.spotify.com/album/27UqZoE1kV6sIV6uQcI28A,Paramore,https://open.spotify.com/artist/74XFHRwlV6OrjEM0A2NCMF,2023-06-21,225786,2024-12-14,I&#x27;M ANGSTY!! I&#x27;M ANGSTY,"black eyeliner, brush of mascara"
All In the Family (feat. Fred Durst),https://open.spotify.com/track/7yYvvOB7CuzdVldb6zOk1m,Follow The Leader,https://open.spotify.com/album/0gsiszk6JWYwAyGvaTTud4,"Korn, Fred Durst","https://open.spotify.com/artist/3RNrq3jvMZxD9ZyoOZbQOD, https://open.spotify.com/artist/6xs3t4VrfszbO3YJg2wLPa",2023-03-28,288973,2024-12-14,I&#x27;M ANGSTY!! I&#x27;M ANGSTY,"black eyeliner, brush of mascara"
All Out Life,https://open.spotify.com/track/6vAQtUlYrzolE6SS9QCTs5,All Out Life,https://open.spotify.com/album/65QFxYBGGQGGvAcW0YNMXa,Slipknot,https://open.spotify.com/artist/05fG473iIaoy82BF1aGhL8,2023-03-28,340132,2024-12-14,I&#x27;M ANGSTY!! I&#x27;M ANGSTY,"black eyeliner, brush of mascara"
AmEN! (feat. Lil Uzi Vert and Daryl Palumbo of Glassjaw),https://open.spotify.com/track/1EQgXWPkU96b4tw3pJtTp1,POST HUMAN: NeX GEn,https://open.spotify.com/album/1k7OXnGQPV4zF3seDwRroD,"Bring Me The Horizon, Lil Uzi Vert, Daryl Palumbo, Glassjaw","https://open.spotify.com/artist/1Ffb6ejR6Fe5IamqA5oRUF, https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz, https://open.spotify.com/artist/6GcRo52zMhZXYOsEkMyMrX, https://open.spotify.com/artist/7nt6S4klYHg4I7Q4lTSmc0",2024-06-01,189548,2024-12-14,I&#x27;M ANGSTY!! I&#x27;M ANGSTY,"black eyeliner, brush of mascara"
