track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
"""can you help me?""",https://open.spotify.com/track/6W9w4ZaFWiYojJXWBs6tVc,Thanks but No Thanks,https://open.spotify.com/album/67uepYH5WaYipVDJnkWXyT,Can't Swim,https://open.spotify.com/artist/62elZbH5Iop8UPcChp7OrU,2023-03-03,155080,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
"""Filthy""",https://open.spotify.com/track/2KkglYERoV6dGi9ME4iYsw,"""Filthy""",https://open.spotify.com/album/0Br6de1bBO1f2FStNS2Vl5,Ayron Jones,https://open.spotify.com/artist/1iEaqWaYpKo9x0OrEq7Q7z,2022-08-26,181447,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
"""good guy""",https://open.spotify.com/track/3bfElZNhtvtGvWMVgCBgZK,"""good guy""",https://open.spotify.com/album/6bj1lsHiVqvJyqjv7qtrV4,Against The Current,https://open.spotify.com/artist/6yhD1KjhLxIETFF7vIRf8B,2023-04-21,208052,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
$5,https://open.spotify.com/track/4JvRlEMZGq0NWgkxfu0YuX,$5,https://open.spotify.com/album/5ku069BUaymfYvi5Uutg1f,Nico Vega,https://open.spotify.com/artist/1gUch6pcj8OKOw6kKlWAPE,2024-03-29,191715,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
$wing,https://open.spotify.com/track/79yXiVM8QbotM46zcevzUO,$wing,https://open.spotify.com/album/24nqMPW9CLAZj0rIZL2tB7,FEVER 333,https://open.spotify.com/artist/1B0155rdv175D1tQ8VH7Oy,2023-06-02,172353,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
(pls) set me on fire,https://open.spotify.com/track/0Z1Xxix96HUYYL6RScOQqG,(pls) set me on fire,https://open.spotify.com/album/5Y1o9GddlN87GHzM3NkPdk,Enter Shikari,https://open.spotify.com/artist/31jvzuB4ikftPQZJwrYfCF,2023-01-13,184124,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
(Re)-Extract,https://open.spotify.com/track/3dP3PfCwcvmzJlI6NUZurb,(Re)-Extract,https://open.spotify.com/album/2QvXlmYuYCuPGBjsNJVUbI,"Split Chain, Softcult","https://open.spotify.com/artist/5J0ehnVK9YOBGWOwE022ar, https://open.spotify.com/artist/13pYXGtaLO9d06VrXX4Aw0",2024-09-20,182099,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
(The) Coffee Song,https://open.spotify.com/track/5mzUrpcMjjVEy92tLH3lqM,(The) Coffee Song / October,https://open.spotify.com/album/43IfWtnJ6ICcrWOaT1JbQf,The Toxhards,https://open.spotify.com/artist/6LOm4xDQLq8kmcRaZIzB2s,2023-09-22,194560,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
(With Respect To) Loyal Serfs,https://open.spotify.com/track/5xF1D3pEFC1qfRThSx9p8g,(With Respect To) Loyal Serfs,https://open.spotify.com/album/5y0cmOyAC4Gnu2LHlVr5le,Disq,https://open.spotify.com/artist/5EmT8U3SucK9KYXbVEdu5K,2022-09-02,152173,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
.intoodeep.,https://open.spotify.com/track/0BWv3O0ouhfmc2aAPezRGu,.CoDA.,https://open.spotify.com/album/3olq31Rex7clxCqI1L897b,Dead Poet Society,https://open.spotify.com/artist/31M8EXHYtEqOqVb1X7JRVe,2021-11-19,219906,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
000memories,https://open.spotify.com/track/74pXDAWB08mft6AscgfYFZ,000memories,https://open.spotify.com/album/687mZ8VJg6fMZxV912KdeU,Ayleen Valentine,https://open.spotify.com/artist/3wLL9m1pBbRnLsjrtqEiWc,2024-04-12,148280,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
1-800-IDONTKNOWYOUANYMORE,https://open.spotify.com/track/3NuJl08m7fVOavmp3THQM0,1-800-IDONTKNOWYOUANYMORE,https://open.spotify.com/album/7GxJ6NCOZSEARqjVpMSEeA,Chad Tepper,https://open.spotify.com/artist/0Tcr6t5uyvDgOuNPCD36A3,2022-11-11,171112,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
10 Minutes From Now,https://open.spotify.com/track/3XYM8w72L99Hb8uAhBofgt,10 Minutes From Now,https://open.spotify.com/album/2aepdjt22usv7kLzz6fp9K,People R Ugly,https://open.spotify.com/artist/1kXY7pco0sC6GEgJW9xxyI,2023-03-24,173500,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
100-99 (feat. GoldLink),https://open.spotify.com/track/5XlcnTmdhoAJBZT1aR4dAd,100-99 (feat. GoldLink),https://open.spotify.com/album/6d0VbhJaKP5a4snEUTFmGg,"Albert Hammond Jr, GoldLink","https://open.spotify.com/artist/1Li0eIWeMeWcOOWpImcG9H, https://open.spotify.com/artist/5XenQ7XfcvQdfIbpLEFaKQ",2023-04-07,216775,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
15 Minute Smog Check,https://open.spotify.com/track/1Xzrlwhd55VSnbMxuFYaLK,15 Minute Smog Check,https://open.spotify.com/album/14nl9oFin9cajYOmeWXggs,The Takes,https://open.spotify.com/artist/22CxvQCHRWjDdy0nco4nch,2024-07-19,234036,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
17250,https://open.spotify.com/track/4RRHEpkrrYa0TkTEyTPUv7,i care so much that i dont care at all,https://open.spotify.com/album/05vrswB4MQ52sF3ZyX1jDC,glaive,https://open.spotify.com/artist/4cJKDGSv4Dz9QycXYmo565,2023-07-14,151863,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
1998,https://open.spotify.com/track/7GOVDt4GGRkwLKPQMQYLlM,1998,https://open.spotify.com/album/6Zt0WBvkIvqzQfpdYR3uut,Bleeker,https://open.spotify.com/artist/64tT0KKbU4AFWkO6v1VvXv,2024-05-24,219642,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
2 BEST FRIENDS,https://open.spotify.com/track/0LEs4bUrJXJuNB7j24AB1V,INTELLECTUAL PROPERTY,https://open.spotify.com/album/6FxkiRw25b3z8CqqFE8pSm,Waterparks,https://open.spotify.com/artist/3QaxveoTiMetZCMp1sftiu,2023-04-14,138127,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
2 FOR THA SHOW,https://open.spotify.com/track/6OJzYB7wzVhxI2YIjVrfr6,Traffic Fiction,https://open.spotify.com/album/0MkenTu5G8qe0SgyE619fA,Tré Burt,https://open.spotify.com/artist/5e5Zm5z8OPycf55hgDxKIc,2023-10-06,236933,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
2 of us,https://open.spotify.com/track/7JKKIrRBNO9Og5ayp2F7hi,2 of us,https://open.spotify.com/album/3bFEQnbwElcnheCSsT7uGI,LØLØ,https://open.spotify.com/artist/5MjcGshMggPgIHinIUDaX0,2024-01-12,166522,2021-12-21,your cheat sheet for all that's on the rise in rock/alt | Cover: Slow Joy,New Noise
